actor, added date, video id, character name, description, encoding, tags, title, user id
"George Saunders",1995-11-10,812969d4-0ef2-11e5-a84b-8438355b7e3a,"Justin Reid","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Black Gate",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jeff Rector",1995-11-10,812969d4-0ef2-11e5-a84b-8438355b7e3a,"Scott Griffin","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Black Gate",854c2cbc-a67d-4740-9164-0e166ab99a24
"Rebecca Kyler Downs",1995-11-10,812969d4-0ef2-11e5-a84b-8438355b7e3a,"Rebecca Lacey","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Black Gate",854c2cbc-a67d-4740-9164-0e166ab99a24
"Red Montgomery",1995-11-10,812969d4-0ef2-11e5-a84b-8438355b7e3a,"Katherine","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Black Gate",854c2cbc-a67d-4740-9164-0e166ab99a24
"Haruko Kato",1989-07-29,8129708f-0ef2-11e5-9f6d-8438355b7e3a,"Madame","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Kiki's Delivery Service",854c2cbc-a67d-4740-9164-0e166ab99a24
"Kappei Yamaguchi",1989-07-29,8129708f-0ef2-11e5-9f6d-8438355b7e3a,"Tombo","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Kiki's Delivery Service",854c2cbc-a67d-4740-9164-0e166ab99a24
"Keiko Toda",1989-07-29,8129708f-0ef2-11e5-9f6d-8438355b7e3a,"Osono","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Kiki's Delivery Service",854c2cbc-a67d-4740-9164-0e166ab99a24
"Minami Takayama",1989-07-29,8129708f-0ef2-11e5-9f6d-8438355b7e3a,"Ursula","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Kiki's Delivery Service",854c2cbc-a67d-4740-9164-0e166ab99a24
"Rei Sakuma",1989-07-29,8129708f-0ef2-11e5-9f6d-8438355b7e3a,"Jiji","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Kiki's Delivery Service",854c2cbc-a67d-4740-9164-0e166ab99a24
"Emma Thompson",1995-05-02,812982d7-0ef2-11e5-8c38-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Carrington",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jeremy Northam",1995-05-02,812982d7-0ef2-11e5-8c38-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Carrington",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jonathan Pryce",1995-05-02,812982d7-0ef2-11e5-8c38-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Carrington",854c2cbc-a67d-4740-9164-0e166ab99a24
"Samuel West",1995-05-02,812982d7-0ef2-11e5-8c38-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Carrington",854c2cbc-a67d-4740-9164-0e166ab99a24
"Steven Waddington",1995-05-02,812982d7-0ef2-11e5-8c38-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Carrington",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cloris Leachman",1990-09-28,81298b14-0ef2-11e5-a83b-8438355b7e3a,"Ruth Popper","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Texasville",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cybill Shepherd",1990-09-28,81298b14-0ef2-11e5-a83b-8438355b7e3a,"Jacy Farrow","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Texasville",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jeff Bridges",1990-09-28,81298b14-0ef2-11e5-a83b-8438355b7e3a,"Duane Jackson","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Texasville",854c2cbc-a67d-4740-9164-0e166ab99a24
"Randy Quaid",1990-09-28,81298b14-0ef2-11e5-a83b-8438355b7e3a,"Lester Marlow","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Texasville",854c2cbc-a67d-4740-9164-0e166ab99a24
"Timothy Bottoms",1990-09-28,81298b14-0ef2-11e5-a83b-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Texasville",854c2cbc-a67d-4740-9164-0e166ab99a24
"Dean Cochran",1992-01-01,81299094-0ef2-11e5-a698-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Amityville: It's About Time",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jonathan Penner",1992-01-01,81299094-0ef2-11e5-a698-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Amityville: It's About Time",854c2cbc-a67d-4740-9164-0e166ab99a24
"Megan Ward",1992-01-01,81299094-0ef2-11e5-a698-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Amityville: It's About Time",854c2cbc-a67d-4740-9164-0e166ab99a24
"Shawn Weatherly",1992-01-01,81299094-0ef2-11e5-a698-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Amityville: It's About Time",854c2cbc-a67d-4740-9164-0e166ab99a24
"Stephen Macht",1992-01-01,81299094-0ef2-11e5-a698-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Amityville: It's About Time",854c2cbc-a67d-4740-9164-0e166ab99a24
"Deborah Duchêne",1995-11-25,81299545-0ef2-11e5-bb6e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"SugarTime",854c2cbc-a67d-4740-9164-0e166ab99a24
"Elias Koteas",1995-11-25,81299545-0ef2-11e5-bb6e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"SugarTime",854c2cbc-a67d-4740-9164-0e166ab99a24
"John Turturro",1995-11-25,81299545-0ef2-11e5-bb6e-8438355b7e3a,"Sam Giancana","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"SugarTime",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mary-Louise Parker",1995-11-25,81299545-0ef2-11e5-bb6e-8438355b7e3a,"Phyllis McGuire","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"SugarTime",854c2cbc-a67d-4740-9164-0e166ab99a24
"Maury Chaykin",1995-11-25,81299545-0ef2-11e5-bb6e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"SugarTime",854c2cbc-a67d-4740-9164-0e166ab99a24
"Ken Stott",1995-01-01,81299b91-0ef2-11e5-8493-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Hunter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Rebecca Budig",1995-01-01,81299b91-0ef2-11e5-8493-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Hunter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Roddy McDowall",1995-01-01,81299b91-0ef2-11e5-8493-8438355b7e3a,"Riecher","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Hunter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Stella Stevens",1995-01-01,81299b91-0ef2-11e5-8493-8438355b7e3a,"Mrs. March","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Star Hunter",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bridget Fonda",1994-01-01,81299f1c-0ef2-11e5-91eb-8438355b7e3a,"Freda Lopez","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Camilla",854c2cbc-a67d-4740-9164-0e166ab99a24
"Elias Koteas",1994-01-01,81299f1c-0ef2-11e5-91eb-8438355b7e3a,"Vincent Lopez","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Camilla",854c2cbc-a67d-4740-9164-0e166ab99a24
"Graham Greene",1994-01-01,81299f1c-0ef2-11e5-91eb-8438355b7e3a,"Hunt Weller","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Camilla",854c2cbc-a67d-4740-9164-0e166ab99a24
"Hume Cronyn",1994-01-01,81299f1c-0ef2-11e5-91eb-8438355b7e3a,"Ewald","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Camilla",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jessica Tandy",1994-01-01,81299f1c-0ef2-11e5-91eb-8438355b7e3a,"Camilla Cara","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Camilla",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brigitte Lin",1994-08-01,8129a819-0ef2-11e5-93d3-8438355b7e3a,"Woman in blonde wig","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Chungking Express",854c2cbc-a67d-4740-9164-0e166ab99a24
"Faye Wong",1994-08-01,8129a819-0ef2-11e5-93d3-8438355b7e3a,"Faye","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Chungking Express",854c2cbc-a67d-4740-9164-0e166ab99a24
"Takeshi Kaneshiro",1994-08-01,8129a819-0ef2-11e5-93d3-8438355b7e3a,"He Zhiwu","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Chungking Express",854c2cbc-a67d-4740-9164-0e166ab99a24
"Tony Leung Chiu Wai",1994-08-01,8129a819-0ef2-11e5-93d3-8438355b7e3a,"Cop 663","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Chungking Express",854c2cbc-a67d-4740-9164-0e166ab99a24
"Valerie Chow",1994-08-01,8129a819-0ef2-11e5-93d3-8438355b7e3a,"Air Hostess","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Chungking Express",854c2cbc-a67d-4740-9164-0e166ab99a24
"Antonio Banderas",1995-09-16,8129af4a-0ef2-11e5-8b8f-8438355b7e3a,"Man","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Four Rooms",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bruce Willis",1995-09-16,8129af4a-0ef2-11e5-8b8f-8438355b7e3a,"Leo","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Four Rooms",854c2cbc-a67d-4740-9164-0e166ab99a24
"Lili Taylor",1995-09-16,8129af4a-0ef2-11e5-8b8f-8438355b7e3a,"Raven","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Four Rooms",854c2cbc-a67d-4740-9164-0e166ab99a24
"Tim Roth",1995-09-16,8129af4a-0ef2-11e5-8b8f-8438355b7e3a,"Ted the Bellhop","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Four Rooms",854c2cbc-a67d-4740-9164-0e166ab99a24
"Valeria Golino",1995-09-16,8129af4a-0ef2-11e5-8b8f-8438355b7e3a,"Athena","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Four Rooms",854c2cbc-a67d-4740-9164-0e166ab99a24
"Christian Slater",1990-01-01,8129b8d1-0ef2-11e5-8860-8438355b7e3a,"Andy","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Tales from the Darkside: The Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Debbie Harry",1990-01-01,8129b8d1-0ef2-11e5-8860-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Tales from the Darkside: The Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Julianne Moore",1990-01-01,8129b8d1-0ef2-11e5-8860-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Tales from the Darkside: The Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Rae Dawn Chong",1990-01-01,8129b8d1-0ef2-11e5-8860-8438355b7e3a,"Carola","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Tales from the Darkside: The Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Steve Buscemi",1990-01-01,8129b8d1-0ef2-11e5-8860-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Tales from the Darkside: The Movie",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jeff Bridges",1993-02-05,8129be7a-0ef2-11e5-b016-8438355b7e3a,"Barney Cousins","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Vanishing",854c2cbc-a67d-4740-9164-0e166ab99a24
"Kiefer Sutherland",1993-02-05,8129be7a-0ef2-11e5-b016-8438355b7e3a,"Jeff Harriman","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Vanishing",854c2cbc-a67d-4740-9164-0e166ab99a24
"Nancy Travis",1993-02-05,8129be7a-0ef2-11e5-b016-8438355b7e3a,"Rita Baker","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Vanishing",854c2cbc-a67d-4740-9164-0e166ab99a24
"Park Overall",1993-02-05,8129be7a-0ef2-11e5-b016-8438355b7e3a,"Lynn","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Vanishing",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sandra Bullock",1993-02-05,8129be7a-0ef2-11e5-b016-8438355b7e3a,"Diane Shaver","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"The Vanishing",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brad Pitt",1991-08-01,8129c566-0ef2-11e5-9b4a-8438355b7e3a,"Johnny Suede","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Johnny Suede",854c2cbc-a67d-4740-9164-0e166ab99a24
"Calvin Levels",1991-08-01,8129c566-0ef2-11e5-9b4a-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Johnny Suede",854c2cbc-a67d-4740-9164-0e166ab99a24
"Catherine Keener",1991-08-01,8129c566-0ef2-11e5-9b4a-8438355b7e3a,"Yvonne","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Johnny Suede",854c2cbc-a67d-4740-9164-0e166ab99a24
"Nick Cave",1991-08-01,8129c566-0ef2-11e5-9b4a-8438355b7e3a,"Freak Storm","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Johnny Suede",854c2cbc-a67d-4740-9164-0e166ab99a24
"Peter McRobbie",1991-08-01,8129c566-0ef2-11e5-9b4a-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Johnny Suede",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bruno Ganz",1993-05-18,8129cc8a-0ef2-11e5-80e7-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Faraway, So Close!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Heinz Rühmann",1993-05-18,8129cc8a-0ef2-11e5-80e7-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Faraway, So Close!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Mikhail Gorbachev",1993-05-18,8129cc8a-0ef2-11e5-80e7-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Faraway, So Close!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Otto Sander",1993-05-18,8129cc8a-0ef2-11e5-80e7-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Faraway, So Close!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Peter Falk",1993-05-18,8129cc8a-0ef2-11e5-80e7-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Faraway, So Close!",854c2cbc-a67d-4740-9164-0e166ab99a24
"Chevy Chase",1995-03-03,8129d273-0ef2-11e5-b0e8-8438355b7e3a,"Jack Sturgess","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Man of the House",854c2cbc-a67d-4740-9164-0e166ab99a24
"Farrah Fawcett",1995-03-03,8129d273-0ef2-11e5-b0e8-8438355b7e3a,"Sandy Archer","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Man of the House",854c2cbc-a67d-4740-9164-0e166ab99a24
"George Wendt",1995-03-03,8129d273-0ef2-11e5-b0e8-8438355b7e3a,"Chet Bronski","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Man of the House",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jonathan Taylor Thomas",1995-03-03,8129d273-0ef2-11e5-b0e8-8438355b7e3a,"Ben Archer","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Man of the House",854c2cbc-a67d-4740-9164-0e166ab99a24
"Zachary Browne",1995-03-03,8129d273-0ef2-11e5-b0e8-8438355b7e3a,"Norman Bronski","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Man of the House",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jean-François Perrier",1990-04-27,8129dbab-0ef2-11e5-a3cf-8438355b7e3a,"Léon Boussod","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Vincent & Theo",854c2cbc-a67d-4740-9164-0e166ab99a24
"Jip Wijngaarden",1990-04-27,8129dbab-0ef2-11e5-a3cf-8438355b7e3a,"Sien Hoornik","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Vincent & Theo",854c2cbc-a67d-4740-9164-0e166ab99a24
"Oda Spelbos",1990-04-27,8129dbab-0ef2-11e5-a3cf-8438355b7e3a,"Ida","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Vincent & Theo",854c2cbc-a67d-4740-9164-0e166ab99a24
"Paul Rhys",1990-04-27,8129dbab-0ef2-11e5-a3cf-8438355b7e3a,"Theodorus van Gogh","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Vincent & Theo",854c2cbc-a67d-4740-9164-0e166ab99a24
"Tim Roth",1990-04-27,8129dbab-0ef2-11e5-a3cf-8438355b7e3a,"Vincent Van Gogh","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Vincent & Theo",854c2cbc-a67d-4740-9164-0e166ab99a24
"Brian Bosworth",1991-05-17,8129e14a-0ef2-11e5-8d11-8438355b7e3a,"Joe Huff/John Stone","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stone Cold",854c2cbc-a67d-4740-9164-0e166ab99a24
"Lance Henriksen",1991-05-17,8129e14a-0ef2-11e5-8d11-8438355b7e3a,"Chains Cooper","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stone Cold",854c2cbc-a67d-4740-9164-0e166ab99a24
"Richard Gant",1991-05-17,8129e14a-0ef2-11e5-8d11-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stone Cold",854c2cbc-a67d-4740-9164-0e166ab99a24
"Sam McMurray",1991-05-17,8129e14a-0ef2-11e5-8d11-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stone Cold",854c2cbc-a67d-4740-9164-0e166ab99a24
"William Forsythe",1991-05-17,8129e14a-0ef2-11e5-8d11-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Stone Cold",854c2cbc-a67d-4740-9164-0e166ab99a24
"Denise Loveday",1993-01-01,8129e73a-0ef2-11e5-9aa2-8438355b7e3a,"Ali Weston","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"No Escape, No Return",854c2cbc-a67d-4740-9164-0e166ab99a24
"Dustin Nguyen",1993-01-01,8129e73a-0ef2-11e5-9aa2-8438355b7e3a,"Tommy Cuff","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"No Escape, No Return",854c2cbc-a67d-4740-9164-0e166ab99a24
"John Saxon",1993-01-01,8129e73a-0ef2-11e5-9aa2-8438355b7e3a,"James Mitchell","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"No Escape, No Return",854c2cbc-a67d-4740-9164-0e166ab99a24
"Maxwell Caulfield",1993-01-01,8129e73a-0ef2-11e5-9aa2-8438355b7e3a,"William Robert Sloan","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"No Escape, No Return",854c2cbc-a67d-4740-9164-0e166ab99a24
"Michael Nouri",1993-01-01,8129e73a-0ef2-11e5-9aa2-8438355b7e3a,"Dante","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"No Escape, No Return",854c2cbc-a67d-4740-9164-0e166ab99a24
"Bryan Genesse",1995-01-01,8129edf3-0ef2-11e5-ad9d-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Live Wire: Human Timebomb",854c2cbc-a67d-4740-9164-0e166ab99a24
"Cindy Brooks",1995-01-01,8129edf3-0ef2-11e5-ad9d-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Live Wire: Human Timebomb",854c2cbc-a67d-4740-9164-0e166ab99a24
"Joe Lara",1995-01-01,8129edf3-0ef2-11e5-ad9d-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"Live Wire: Human Timebomb",854c2cbc-a67d-4740-9164-0e166ab99a24
"Alyson Reed",1993-01-01,8129f1e3-0ef2-11e5-b95e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"High Stakes",854c2cbc-a67d-4740-9164-0e166ab99a24
"Dennis Farina",1993-01-01,8129f1e3-0ef2-11e5-b95e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"High Stakes",854c2cbc-a67d-4740-9164-0e166ab99a24
"Leon Russom",1993-01-01,8129f1e3-0ef2-11e5-b95e-8438355b7e3a,"unknown","","{encoding: '1080p', height: 1080, width: 1920, bit_rates: {'3000 Kbps', '4500 Kbps', '6000 Kbps'}}",{},"High Stakes",854c2cbc-a67d-4740-9164-0e166ab99a24
